Channel ID,Channel URL,Channel title
UClbD0HnXyg4SY-yljZZ9Hmg,http://www.youtube.com/channel/UClbD0HnXyg4SY-yljZZ9Hmg,Mohsin Ul Hakim
UCm1fqkJ-Tq64bQzM6VRMicQ,http://www.youtube.com/channel/UCm1fqkJ-Tq64bQzM6VRMicQ,New York Times Opinion
UCmGSJVG3mCRXVOP4yZrU1Dw,http://www.youtube.com/channel/UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris
UCmHoMHytDYOBrjbCRyypHmQ,http://www.youtube.com/channel/UCmHoMHytDYOBrjbCRyypHmQ,Search of Mystery
UCmmDulDfz2L8D0POCIdycyg,http://www.youtube.com/channel/UCmmDulDfz2L8D0POCIdycyg,Voice Bangla
UCmzj6hXrPZ_AwIZ8lgo-HuQ,http://www.youtube.com/channel/UCmzj6hXrPZ_AwIZ8lgo-HuQ,Mirchi Bangla
UCnM02drQP-dF7WMgtJHR4Xw,http://www.youtube.com/channel/UCnM02drQP-dF7WMgtJHR4Xw,Mr. Nightmare
UCn_fzwEdcExG0RCEmBJhWrQ,http://www.youtube.com/channel/UCn_fzwEdcExG0RCEmBJhWrQ,the POST
UCnwUjPK7dXety-AJ4fNw_RQ,http://www.youtube.com/channel/UCnwUjPK7dXety-AJ4fNw_RQ,The Paint Explainer
UCoOHTipX1_cNiC9seIPfUXA,http://www.youtube.com/channel/UCoOHTipX1_cNiC9seIPfUXA,Moconomy
UCokWkBp4KKAq4zBYnJuiyGQ,http://www.youtube.com/channel/UCokWkBp4KKAq4zBYnJuiyGQ,ChintaDhara (চিন্তাধারা)
UCokeVZg4VaSLVBDiziJsMDA,http://www.youtube.com/channel/UCokeVZg4VaSLVBDiziJsMDA,Behind Asia
UCotg1XiSmuJnFA6RXHKLW4w,http://www.youtube.com/channel/UCotg1XiSmuJnFA6RXHKLW4w,BigganPiC
UCowWMU_YnE1BL8ybLJXkh7g,http://www.youtube.com/channel/UCowWMU_YnE1BL8ybLJXkh7g,Mystery of History 
UCpExuV8qJMfCaSQNL1YG6bQ,http://www.youtube.com/channel/UCpExuV8qJMfCaSQNL1YG6bQ,Better Than Yesterday
UCpM4zrZ9c_apiEj6CApj2yw,http://www.youtube.com/channel/UCpM4zrZ9c_apiEj6CApj2yw,Found And Explained
UCpVm7bg6pXKo1Pr6k5kxG9A,http://www.youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A,National Geographic
UCphTF9wHwhCt-BzIq-s4V-g,http://www.youtube.com/channel/UCphTF9wHwhCt-BzIq-s4V-g,What If
UCpxYSWgxVt3Pyn1ovXsGQ0g,http://www.youtube.com/channel/UCpxYSWgxVt3Pyn1ovXsGQ0g,PBS Terra
UCqnbDFdCpuN8CMEg0VuEBqA,http://www.youtube.com/channel/UCqnbDFdCpuN8CMEg0VuEBqA,The New York Times
UCqoAEDirJPjEUFcF2FklnBA,http://www.youtube.com/channel/UCqoAEDirJPjEUFcF2FklnBA,StarTalk
UCqxStVt2i2HnudzX2H_3VHg,http://www.youtube.com/channel/UCqxStVt2i2HnudzX2H_3VHg,Chaarcha
UCr0APbNMy3xqrjr_rYIPzWg,http://www.youtube.com/channel/UCr0APbNMy3xqrjr_rYIPzWg,Search of Mystery - English
UCr2TgqpOrU3kUTkVy5XoLow,http://www.youtube.com/channel/UCr2TgqpOrU3kUTkVy5XoLow,Canguro English
UCr6OFDl3MlgSH4aIZq-td3A,http://www.youtube.com/channel/UCr6OFDl3MlgSH4aIZq-td3A,Clock Tower
UCrNJsVmj-6ZMC-bwsjghbAw,http://www.youtube.com/channel/UCrNJsVmj-6ZMC-bwsjghbAw,News Geopolitics
UCrSxmV5pyUz9iwM9f05UIHQ,http://www.youtube.com/channel/UCrSxmV5pyUz9iwM9f05UIHQ,Sujit Debnath
UCrsru2MHVmfeZkLQ2sggpwg,http://www.youtube.com/channel/UCrsru2MHVmfeZkLQ2sggpwg,কানসূত্র - KaanSutra by 9F10 Entertainments
UCsN32BtMd0IoByjJRNF12cw,http://www.youtube.com/channel/UCsN32BtMd0IoByjJRNF12cw,60 Minutes
UCsT0YIqwnpJCM-mx7-gSA4Q,http://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks
UCsXVk37bltHxD1rDPwtNM8Q,http://www.youtube.com/channel/UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt – In a Nutshell
UCsooa4yRKGN_zEE8iknghZA,http://www.youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA,TED-Ed
UCswF-Mg6JuPBdHHzoK9ftDQ,http://www.youtube.com/channel/UCswF-Mg6JuPBdHHzoK9ftDQ,Big Think+
UCt3_YdHxU-Oiy4M4A5d16UA,http://www.youtube.com/channel/UCt3_YdHxU-Oiy4M4A5d16UA,Anirban Das
UCt6MDoxME4St2wT7C275k-g,http://www.youtube.com/channel/UCt6MDoxME4St2wT7C275k-g,Stellar Path
UCtI_ueaoLsjIHHHmqR0TEgw,http://www.youtube.com/channel/UCtI_ueaoLsjIHHHmqR0TEgw,Writing with Andrew
UCtJ2fLF2TihEN8P4A81-aYQ,http://www.youtube.com/channel/UCtJ2fLF2TihEN8P4A81-aYQ,THRILLER LAND
UCtYKe7-XbaDjpUwcU5x0bLg,http://www.youtube.com/channel/UCtYKe7-XbaDjpUwcU5x0bLg,neo
UCtYrlYGxldKoepbmtZH9cNA,http://www.youtube.com/channel/UCtYrlYGxldKoepbmtZH9cNA,keeping_a_lighthouse
UCte_iwe2WaPS2lgMKPvAy8g,http://www.youtube.com/channel/UCte_iwe2WaPS2lgMKPvAy8g,Tritiyo Matra
UCu0zPtSD2b1gIBftq1nyHWA,http://www.youtube.com/channel/UCu0zPtSD2b1gIBftq1nyHWA,Del H Khan
UCuCkxoKLYO_EQ2GeFtbM_bw,http://www.youtube.com/channel/UCuCkxoKLYO_EQ2GeFtbM_bw,Half as Interesting
UCue_84Xb1OzNfi_dNEGbC5g,http://www.youtube.com/channel/UCue_84Xb1OzNfi_dNEGbC5g,Stephan's History of the World
UCuyRsHZILrU7ZDIAbGASHdA,http://www.youtube.com/channel/UCuyRsHZILrU7ZDIAbGASHdA,ThePrint
UCvCYE-3TrY1GAe2l8K08N-w,http://www.youtube.com/channel/UCvCYE-3TrY1GAe2l8K08N-w,Digital Engine
UCvO95kedW5btmOvG0lERbFA,http://www.youtube.com/channel/UCvO95kedW5btmOvG0lERbFA,The Thinker
UCvQECJukTDE2i6aCoMnS-Vg,http://www.youtube.com/channel/UCvQECJukTDE2i6aCoMnS-Vg,Big Think
UCvXOLfVg_4H9aVHN1s9oiqA,http://www.youtube.com/channel/UCvXOLfVg_4H9aVHN1s9oiqA,LeadsNews
UCwIzJ_UWnn1Uc8d1H8nCuUA,http://www.youtube.com/channel/UCwIzJ_UWnn1Uc8d1H8nCuUA,Enayet Chowdhury
UCwOdAIxG5wVxLoVHCzeuMMA,http://www.youtube.com/channel/UCwOdAIxG5wVxLoVHCzeuMMA,Ahsan Aziz Sarkar
UCwiTOchWeKjrJZw7S1H__1g,http://www.youtube.com/channel/UCwiTOchWeKjrJZw7S1H__1g,Insider Food
UCwlShoq4rkBa4FfgZ2vtcAQ,http://www.youtube.com/channel/UCwlShoq4rkBa4FfgZ2vtcAQ,Somrat
UCwnKziETDbHJtx78nIkfYug,http://www.youtube.com/channel/UCwnKziETDbHJtx78nIkfYug,CaspianReport
UCxLeXUXDIrVNoO4AbU1P8fA,http://www.youtube.com/channel/UCxLeXUXDIrVNoO4AbU1P8fA,Prachin Path
UCxoz4YfS4M3H3C57FD4jW4Q,http://www.youtube.com/channel/UCxoz4YfS4M3H3C57FD4jW4Q,Science Time
UCy-3MUXkovGrm4kp43V78bQ,http://www.youtube.com/channel/UCy-3MUXkovGrm4kp43V78bQ,KODEN OBSCURE 
UCy0tKL1T7wFoYcxCe0xjN6Q,http://www.youtube.com/channel/UCy0tKL1T7wFoYcxCe0xjN6Q,Technology Connections
UCy8968jXzNOTO3opKlasFhQ,http://www.youtube.com/channel/UCy8968jXzNOTO3opKlasFhQ,Sunday Science
UCyssTe6npXvj38qCL-5TdAQ,http://www.youtube.com/channel/UCyssTe6npXvj38qCL-5TdAQ,221B Harrison Road
UCz8QaiQxApLq8sLNcszYyJw,http://www.youtube.com/channel/UCz8QaiQxApLq8sLNcszYyJw,Firstpost
UCz8kD6OLDUGgq7QqTN3nIyQ,http://www.youtube.com/channel/UCz8kD6OLDUGgq7QqTN3nIyQ,Alap - আলাপ
UCzCsyvyrq38R6TnztEzOmgg,http://www.youtube.com/channel/UCzCsyvyrq38R6TnztEzOmgg,ByteMonk
UCzR-rom72PHN9Zg7RML9EbA,http://www.youtube.com/channel/UCzR-rom72PHN9Zg7RML9EbA,PBS Eons
UCzWwWbbKHg4aodl0S35R6XA,http://www.youtube.com/channel/UCzWwWbbKHg4aodl0S35R6XA,Hoover Institution
UCzZ093TqE7l9mBfVUwT3Zyg,http://www.youtube.com/channel/UCzZ093TqE7l9mBfVUwT3Zyg,Ki Keno Kivabe
UCzu8OY8Yv-dvYHSh6jmyjEQ,http://www.youtube.com/channel/UCzu8OY8Yv-dvYHSh6jmyjEQ,GeoFact - বাংলা





